v2	Ix(U1:DRAIN)	Ix(U5:VDD)	Ix(U6:VDD)	Ix(U7:VDD)	Ix(U8:VDD)	Ix(U9:VDD)
1.580000000000001e+000	5.210161e-007	-1.054071e-006	-5.210148e-007	-2.105917e-006	-4.168982e-006	-8.176606e-006
1.590000000000001e+000	5.320900e-007	-1.076160e-006	-5.320887e-007	-2.149509e-006	-4.254106e-006	-8.340949e-006
1.600000000000001e+000	5.432765e-007	-1.098466e-006	-5.432753e-007	-2.193515e-006	-4.340007e-006	-8.506724e-006
1.610000000000001e+000	5.545756e-007	-1.120988e-006	-5.545744e-007	-2.237933e-006	-4.426683e-006	-8.673926e-006
1.620000000000001e+000	5.659870e-007	-1.143727e-006	-5.659857e-007	-2.282762e-006	-4.514131e-006	-8.842549e-006
1.630000000000001e+000	5.775104e-007	-1.166681e-006	-5.775091e-007	-2.328002e-006	-4.602348e-006	-9.012584e-006
1.640000000000001e+000	5.891457e-007	-1.189850e-006	-5.891444e-007	-2.373650e-006	-4.691331e-006	-9.184025e-006
1.650000000000001e+000	6.008925e-007	-1.213234e-006	-6.008913e-007	-2.419705e-006	-4.781077e-006	-9.356865e-006
1.660000000000001e+000	6.127508e-007	-1.236831e-006	-6.127495e-007	-2.466166e-006	-4.871582e-006	-9.531098e-006
1.670000000000001e+000	6.247203e-007	-1.260641e-006	-6.247190e-007	-2.513031e-006	-4.962845e-006	-9.706716e-006
1.680000000000001e+000	6.368006e-007	-1.284664e-006	-6.367993e-007	-2.560300e-006	-5.054862e-006	-9.883714e-006
1.690000000000001e+000	6.489918e-007	-1.308899e-006	-6.489905e-007	-2.607970e-006	-5.147631e-006	-1.006208e-005
1.700000000000001e+000	6.612934e-007	-1.333345e-006	-6.612921e-007	-2.656041e-006	-5.241147e-006	-1.024182e-005
1.710000000000001e+000	6.737053e-007	-1.358002e-006	-6.737040e-007	-2.704512e-006	-5.335410e-006	-1.042291e-005
1.720000000000001e+000	6.862273e-007	-1.382870e-006	-6.862260e-007	-2.753381e-006	-5.430415e-006	-1.060536e-005
1.730000000000001e+000	6.988591e-007	-1.407947e-006	-6.988578e-007	-2.802646e-006	-5.526159e-006	-1.078915e-005
1.740000000000001e+000	7.116006e-007	-1.433234e-006	-7.115992e-007	-2.852307e-006	-5.622640e-006	-1.097428e-005
1.750000000000001e+000	7.244514e-007	-1.458729e-006	-7.244500e-007	-2.902361e-006	-5.719855e-006	-1.116075e-005
1.760000000000001e+000	7.374114e-007	-1.484432e-006	-7.374101e-007	-2.952809e-006	-5.817802e-006	-1.134854e-005
1.770000000000001e+000	7.504804e-007	-1.510343e-006	-7.504790e-007	-3.003648e-006	-5.916477e-006	-1.153765e-005
1.780000000000001e+000	7.636580e-007	-1.536460e-006	-7.636567e-007	-3.054878e-006	-6.015877e-006	-1.172807e-005
1.790000000000001e+000	7.769442e-007	-1.562784e-006	-7.769428e-007	-3.106496e-006	-6.116000e-006	-1.191980e-005
1.800000000000001e+000	7.903387e-007	-1.589314e-006	-7.903373e-007	-3.158503e-006	-6.216843e-006	-1.211283e-005
1.810000000000001e+000	8.038411e-007	-1.616049e-006	-8.038398e-007	-3.210896e-006	-6.318403e-006	-1.230715e-005
1.820000000000001e+000	8.174515e-007	-1.642989e-006	-8.174501e-007	-3.263674e-006	-6.420677e-006	-1.250276e-005
1.830000000000001e+000	8.311694e-007	-1.670133e-006	-8.311681e-007	-3.316836e-006	-6.523662e-006	-1.269965e-005
1.840000000000001e+000	8.449948e-007	-1.697480e-006	-8.449933e-007	-3.370381e-006	-6.627356e-006	-1.289781e-005
1.850000000000001e+000	8.589272e-007	-1.725030e-006	-8.589258e-007	-3.424307e-006	-6.731757e-006	-1.309724e-005
1.860000000000001e+000	8.729666e-007	-1.752783e-006	-8.729652e-007	-3.478614e-006	-6.836860e-006	-1.329794e-005
1.870000000000001e+000	8.871128e-007	-1.780738e-006	-8.871114e-007	-3.533300e-006	-6.942664e-006	-1.349989e-005
1.880000000000001e+000	9.013654e-007	-1.808894e-006	-9.013640e-007	-3.588363e-006	-7.049166e-006	-1.370308e-005
1.890000000000002e+000	9.157243e-007	-1.837251e-006	-9.157229e-007	-3.643804e-006	-7.156362e-006	-1.390753e-005
1.900000000000002e+000	9.301892e-007	-1.865809e-006	-9.301878e-007	-3.699619e-006	-7.264251e-006	-1.411320e-005
1.910000000000002e+000	9.447600e-007	-1.894566e-006	-9.447585e-007	-3.755809e-006	-7.372829e-006	-1.432011e-005
1.920000000000002e+000	9.594363e-007	-1.923522e-006	-9.594349e-007	-3.812372e-006	-7.482094e-006	-1.452824e-005
1.930000000000002e+000	9.742181e-007	-1.952676e-006	-9.742166e-007	-3.869307e-006	-7.592043e-006	-1.473759e-005
1.940000000000002e+000	9.891050e-007	-1.982030e-006	-9.891036e-007	-3.926612e-006	-7.702674e-006	-1.494815e-005
1.950000000000002e+000	1.004097e-006	-2.011580e-006	-1.004095e-006	-3.984287e-006	-7.813983e-006	-1.515992e-005
